28.66,77.23
18.9667,72.8333
22.5411,88.3378
12.9699,77.598
13.0825,80.275
17.3667,78.4667
18.5196,73.8553
23.03,72.58
21.17,72.83
26.847,80.947
26.9167,75.8667
26.4725,80.3311
25.15,82.58
21.1539,79.0831
28.6667,77.4167
22.7206,75.8472
22.3,73.2
17.7333,83.3167
23.25,77.4167
18.6278,73.8131
25.61,85.1414
30.9083,75.8486
27.18,78.02
19.2502,73.1602
9.9197,78.1194
22.8,86.1833
20,73.7833
28.4333,77.3167
19.88,75.32
22.2969,70.7984
28.99,77.7
23.1667,79.9333
19.18,72.9633
23.7928,86.435
25.455,81.84
25.3189,83.0128
34.0911,74.8061
31.6167,74.85
27.88,78.08
19.3,73.0667
26.215,78.1931
21.2167,81.4333
22.59,88.31
23.3556,85.3347
16.5167,80.6167
30.7353,76.7911
12.3086,76.6531
21.2379,81.6337
25.18,75.83
28.364,79.415
26.2918,73.0168
11,76.9667
26.15,91.77
26.1667,91.7667
17.6833,75.9167
10.8269,78.6928
15.36,75.125
31.3256,75.5792
20.2644,85.8281
19.3,72.85
28.8418,78.7568
16.7,74.2333
8.5,76.8997
29.964,77.546
17.9756,79.6011
11.65,78.1667
20.55,74.55
9.9667,76.2833
26.7611,83.3667
13.9304,75.56
11.1075,77.3398
16.3,80.45
22.2492,84.8828
12.8703,74.8806
19.15,77.3333
20.45,85.8667
19.95,79.3
30.318,78.029
23.55,87.32
23.6833,86.9667
21.765,72.1369
20.9333,77.75
14.4333,79.9667
26.468,74.639
8.7289,77.7081
28.0181,73.3169
23.8333,91.2667
23.1828,75.7772
25.4486,78.5696
19.2167,73.15
14.4667,75.9167
32.7333,74.85
15.8667,74.5
17.3333,76.8333
22.47,70.07
20.9,74.7833
24.75,85.0167
21.0167,75.5667
15.8222,78.035
24.5833,73.6833
15.15,76.915
16.8667,74.5667
8.7833,78.1333
11.25,75.7667
20.7333,77
25.25,87.0167
27.6119,75.1397
13.33,77.1
8.8853,76.5864
29.4708,77.7033
25.35,74.6333
18.6704,78.1
22.8667,88.4167
16.9333,82.2167
19.2704,76.76
22.69,88.37
18.4004,76.57
28.9,76.5667
9.4204,77.58
19.0833,74.7333
14.4667,78.8167
16.9833,81.7833
27.5667,76.6167
26.12,85.3833
22.15,82.0167
27.4833,77.6833
22.67,88.37
30.3204,76.385
23.8504,78.75
16.8244,75.7154
19.32,84.8
27.8804,79.905
10.52,76.21
23.25,87.85
23.73,86.85
21.4704,83.9701
25.78,87.47
29.1489,75.7367
27.15,78.3949
17.9229,77.5175
28.8154,79.025
26.72,88.42
22.65,88.34
29.4004,76.97
18.4333,79.15
23.2504,69.81
16.7,74.47
13.65,79.42
15.2667,76.4
23.7104,92.72
24.16,80.83
22.2333,88.45
23.3167,75.0667
34.4,74.28
21.19,81.28
24.82,93.95
14.6833,77.6
26.7855,79.015
16.2104,77.355
15.5,80.05
27.2172,77.49
25.42,86.13
28.9958,77.0114
18.8,79.45
28.7437,77.7628
22.47,88.11
21.6425,69.6047
25.7725,73.3233
18.1167,83.4167
11.93,79.83
29.6804,76.97
8.17,77.43
10.8,79.15
28.58,78.55
22.9,88.42
17.45,78.5
22.3302,87.3237
10.35,77.95
31.1033,77.1722
25,88.15
16.7,81.1
19.8,85.8167
22.0257,88.0583
15.48,78.48
28.4104,77.8484
22.7,85.63
28.7833,76.1333
28.45,77.02
21.3004,76.13
17.25,80.15
22.7,88.45
23.22,72.68
24.1,88.25
16.7333,77.9833
23.6,72.4
15.63,77.28
25.6167,88.1167
21.02,75.83
27.6204,81.6699
22.75,88.34
26.1505,75.79
29.4904,75.03
25.7333,82.6833
13.55,78.5
22.9,88.39
12.9204,79.15
9.5004,76.37
11.75,79.75
24.6561,84.4356
15.82,80.35
16.1667,81.1333
22.4333,87.3333
34.2,74.34
22.8667,88.3833
25.8804,80.8
13.3322,74.7461
16.243,80.64
27.63,80.75
12.8308,79.7078
14.73,78.55
20.8504,72.92
22.7755,73.6149
28.03,79.09
13.2,79.1167
31.52,75.98
25.88,86.6
23.5239,77.8061
32.2689,75.6497
17.05,79.27
27.4833,95
25.2167,88.7667
23.4,88.5
26.7504,82.17
24.7904,92.79
23.25,88.43
13.83,77.49
11.3408,77.7172
23.7,87.08
22.83,88.63
30.3786,76.7725
30.7194,76.7181
13.1333,78.1333
25.5744,91.8789
16.5333,81.5333
28.7,77.2
24.03,75.08
10.9805,79.4
12.2604,79.1
18.3,83.9
23.25,87.0667
12.5242,76.8958
13.005,76.1028
20.4,78.1333
28.64,79.81
10.7792,76.6547
30.1204,74.29
16.5333,81.7333
22.97,88.43
11.6667,92.75
26.4837,89.5667
27.6,78.05
15.17,77.38
23.4088,88.3657
22.6572,88.8942
22.95,88.42
22.71,88.35
14.4142,77.715
22.79,88.32
27.0417,88.2631
34.3,74.47
16.43,80.99
19.6667,78.5333
22.74,88.37
24.8894,74.6239
16.236,80.054
22.62,88.42
10.3204,76.97
18.1667,76.05
22.8,88.37
23.07,88.82
22.72,88.38
14.92,78.02
26.5167,88.7333
17.15,79.6167
16.8333,81.5
22.97,88.4
10.7667,79.8333
22.82,88.35
16.0892,80.1672
22.975,88.4344
27.33,88.62
25.6667,94.1194
22.3131,72.6194
24.7704,84.38
15.7333,77.4833
14.05,78.75
14.9123,79.9944
18.8679,79.4639
14.12,78.17
11.4086,76.6939
17.68,83.02
18.38,78.83
18.3167,78.35
17.5815,80.6765
17.55,80.63
16.75,81.7
18.67,77.9
10.9504,78.0833
16.43,80.55
29.4,77.2
15.735,79.27
30.19,74.499
15.8889,80.47
14.75,79.05
26.75,94.2167
18.82,78.72
14.4167,78.2333
26.9167,70.9167
16.4667,80.6
18.79,78.29
20.17,85.7
16.23,77.8
13.33,79.58
16.361,78.0627
16.0667,80.5667
16.05,79.75
27.1,93.62
26.6338,92.8
16.4333,81.6833
19.3333,79.4833
16.48,79.43
15.2165,79.9042
17.0531,82.1695
18.5667,83.4167
16.3962,80.1497
27.5806,77.7006
16.87,81.93
19.0558,79.4931
17.8864,83.4471
21.8704,73.5026
17.1167,82.2667
13.3667,78.5833
13.45,79.55
25.35,72.6167
13.2,78.75
22.72,72.47
16.892,80.0976
17.35,82.55
16.5833,82.0167
18.8,78.93
17.33,77.9
13.9667,79.5833
21.7,71.97
17.72,79.18
18.9822,79.4811
18.8297,78.5878
16.02,80.85
19.1,77.9667
22.03,71.2
14.85,78.38
9.28,79.3
15.811,79.9738
16.92,81.67
17.4139,78.5783
25.03,85.42
33.38,74.3
29.3919,79.4542
12.9,76.39
24.27,80.75
15.48,73.83
19.2,73.88
18.4167,83.9
20.417,72.85
17.0167,81.7333
30.92,77.12
22.2403,68.9686
9.2647,76.7872
10.23,77.48
32.93,75.13
15.3784,78.9265
17.6,80.33
12.4181,76.6947
10.196,76.386
23.5245,80.8365
27.0911,77.6611
17.9373,80.8185
16.2667,81.1667
18.89,72.95
15.5819,79.868
16.7,78.9333
34.4225,74.6375
20.2666,73.0166
14.95,77.5833
18.4151,84.0447
22.1772,88.4258
24.0299,73.0463
24.85,79.9333
15.2333,78.3167
20.7197,70.9904
